bi_reference,year,quarter,data_subject_type,data_type,decision_taken,incident_category,incident_type,no_data_subjects_affected,sector,time_taken_to_report
BI25181,2021,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI25182,2021,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI25182,2021,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI25183,2021,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI25185,2021,Qtr 2,Unknown,Unknown,Investigation Pursued,Non Cyber,Other non-cyber incident,Unknown,Health,Less than 24 hours
BI25202,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Other cyber incident,Unknown,Health,24 hours to 72 hours
BI25202,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Other cyber incident,Unknown,Health,24 hours to 72 hours
BI25203,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25203,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25204,2021,Qtr 2,Unknown,Unknown,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,Unknown,Health,Less than 24 hours
BI25205,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,Unknown,Health,Less than 24 hours
BI25205,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,Unknown,Health,Less than 24 hours
BI25206,2021,Qtr 2,Customers or prospective customers,Basic personal identifiers,No Further Action,Cyber,Other cyber incident,Unknown,Health,Less than 24 hours
BI25206,2021,Qtr 2,Customers or prospective customers,Health data,No Further Action,Cyber,Other cyber incident,Unknown,Health,Less than 24 hours
BI25210,2021,Qtr 2,Users,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI25210,2021,Qtr 2,Users,Economic and financial data,No Further Action,Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI25210,2021,Qtr 2,Users,Health data,No Further Action,Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI25210,2021,Qtr 2,Subscribers,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI25210,2021,Qtr 2,Subscribers,Economic and financial data,No Further Action,Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI25210,2021,Qtr 2,Subscribers,Health data,No Further Action,Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI25210,2021,Qtr 2,Customers or prospective customers,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI25210,2021,Qtr 2,Customers or prospective customers,Economic and financial data,No Further Action,Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI25210,2021,Qtr 2,Customers or prospective customers,Health data,No Further Action,Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI25211,2021,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Failure to redact,Unknown,Health,Less than 24 hours
BI25214,2021,Qtr 2,Users,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Users,Data revealing racial or ethnic origin,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Users,Health data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Students,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Students,Data revealing racial or ethnic origin,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Students,Health data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Patients,Data revealing racial or ethnic origin,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Customers or prospective customers,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Customers or prospective customers,Data revealing racial or ethnic origin,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Customers or prospective customers,Health data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Children,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Children,Data revealing racial or ethnic origin,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25214,2021,Qtr 2,Children,Health data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25218,2021,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI25223,2021,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Failure to use bcc,Unknown,Health,Less than 24 hours
BI25227,2021,Qtr 2,Vulnerable adults,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,24 hours to 72 hours
BI25227,2021,Qtr 2,Vulnerable adults,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,24 hours to 72 hours
BI25227,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,24 hours to 72 hours
BI25227,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,24 hours to 72 hours
BI25227,2021,Qtr 2,Employees,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,24 hours to 72 hours
BI25227,2021,Qtr 2,Employees,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,24 hours to 72 hours
BI25227,2021,Qtr 2,Children,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,24 hours to 72 hours
BI25227,2021,Qtr 2,Children,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,24 hours to 72 hours
BI25230,2021,Qtr 2,Unknown,Unknown,Investigation Pursued,Cyber,Ransomware,Unknown,Health,More than 1 week
BI25233,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Ransomware,1k to 10k,Health,24 hours to 72 hours
BI25233,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Ransomware,1k to 10k,Health,24 hours to 72 hours
BI25235,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Ransomware,100 to 1k,Health,24 hours to 72 hours
BI25235,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Ransomware,100 to 1k,Health,24 hours to 72 hours
BI25241,2021,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI25241,2021,Qtr 2,Unknown,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI25241,2021,Qtr 2,Unknown,Location data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI25242,2021,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI25242,2021,Qtr 2,Unknown,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI25242,2021,Qtr 2,Unknown,Location data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI25247,2021,Qtr 2,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,72 hours to 1 week
BI25249,2021,Qtr 2,Unknown,Unknown,No Further Action,Cyber,Ransomware,Unknown,Health,Less than 24 hours
BI25250,2021,Qtr 2,Patients,Unknown,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,24 hours to 72 hours
BI25251,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,24 hours to 72 hours
BI25251,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,24 hours to 72 hours
BI25254,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,24 hours to 72 hours
BI25254,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,24 hours to 72 hours
BI25256,2021,Qtr 2,Unknown,Unknown,No Further Action,Cyber,Ransomware,Unknown,Health,Less than 24 hours
BI25257,2021,Qtr 2,Unknown,Unknown,No Further Action,Non Cyber,Not Provided,Unknown,Health,Less than 24 hours
BI25259,2021,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI25259,2021,Qtr 2,Unknown,Economic and financial data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI25261,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25261,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25261,2021,Qtr 2,Employees,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25261,2021,Qtr 2,Employees,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25261,2021,Qtr 2,Children,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25261,2021,Qtr 2,Children,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25262,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25262,2021,Qtr 2,Patients,Data revealing racial or ethnic origin,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25262,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25262,2021,Qtr 2,Patients,Location data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25263,2021,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI25263,2021,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI25264,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,24 hours to 72 hours
BI25264,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,24 hours to 72 hours
BI25264,2021,Qtr 2,Patients,Sexual orientation data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,24 hours to 72 hours
BI25266,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,Unknown,Health,24 hours to 72 hours
BI25266,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,Unknown,Health,24 hours to 72 hours
BI25267,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25267,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25267,2021,Qtr 2,Children,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25267,2021,Qtr 2,Children,Health data,No Further Action,Cyber,Unauthorised access,100 to 1k,Health,Less than 24 hours
BI25268,2021,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,More than 1 week
BI25268,2021,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,More than 1 week
BI25269,2021,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI25269,2021,Qtr 2,Unknown,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI25273,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25273,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25273,2021,Qtr 2,Children,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25273,2021,Qtr 2,Children,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25275,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25275,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,1k to 10k,Health,Less than 24 hours
BI25277,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI25277,2021,Qtr 2,Patients,Genetic or biometric data,No Further Action,Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI25277,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI25279,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Brute Force,100 to 1k,Health,Less than 24 hours
BI25279,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Brute Force,100 to 1k,Health,Less than 24 hours
BI25279,2021,Qtr 2,Patients,Identification data,No Further Action,Cyber,Brute Force,100 to 1k,Health,Less than 24 hours
BI25280,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Brute Force,10 to 99,Health,Less than 24 hours
BI25280,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Brute Force,10 to 99,Health,Less than 24 hours
BI25281,2021,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI25281,2021,Qtr 2,Unknown,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI25281,2021,Qtr 2,Unknown,Location data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI25282,2021,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI25282,2021,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI25282,2021,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI25282,2021,Qtr 2,Employees,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI25283,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,Unknown,Health,Less than 24 hours
BI25283,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,Unknown,Health,Less than 24 hours
BI25284,2021,Qtr 2,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,Unknown,Health,Less than 24 hours
BI25284,2021,Qtr 2,Patients,Health data,No Further Action,Cyber,Unauthorised access,Unknown,Health,Less than 24 hours
BI25284,2021,Qtr 2,Customers or prospective customers,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,Unknown,Health,Less than 24 hours
BI25284,2021,Qtr 2,Customers or prospective customers,Health data,No Further Action,Cyber,Unauthorised access,Unknown,Health,Less than 24 hours
BI25285,2021,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,Unknown,Health,Less than 24 hours
BI25286,2021,Qtr 2,Subscribers,Basic personal identifiers,No Further Action,Cyber,Brute Force,1k to 10k,Health,24 hours to 72 hours
BI25286,2021,Qtr 2,Subscribers,Health data,No Further Action,Cyber,Brute Force,1k to 10k,Health,24 hours to 72 hours
BI25286,2021,Qtr 2,Students,Basic personal identifiers,No Further Action,Cyber,Brute Force,1k to 10k,Health,24 hours to 72 hours
